DISTANCE_FISHED,NET_WIDTH(M),NET_WIDTH(KM),YEAR
1.538,15.821,0.015821,2011
1.169,14.866,0.014866,2011
1.6,15.367,0.015367,2011
1.564,15.988,0.015988,2011
1.47,15.632,0.015632,2011
1.491,14.968,0.014968,2011
1.518,15.588,0.015588,2011
1.511,15.344,0.015344,2011
1.522,15.896,0.015896,2011
1.481,15.803,0.015803,2011
1.466,15.257,0.015257,2011
1.363,14.78,0.01478,2011
1.518,14.825,0.014825,2011
1.609,14.675,0.014675,2011
1.568,15.55,0.01555,2011
1.519,15.697,0.015697,2011
1.548,15.095,0.015095,2011
1.56,14.465,0.014465,2011
1.496,13.84,0.01384,2011
1.639,14.782,0.014782,2011
1.548,14.409,0.014409,2011
1.512,14.851,0.014851,2011
1.585,15.411,0.015411,2011
1.555,15.17,0.01517,2011
1.672,15.613,0.015613,2011
1.625,15.602,0.015602,2011
1.497,15.521,0.015521,2011
1.548,15.377,0.015377,2011
1.765,14.658,0.014658,2011
1.546,14.025,0.014025,2011
1.565,15.036,0.015036,2011
1.544,14.538,0.014538,2011
1.584,14.087,0.014087,2011
1.816,14.147,0.014147,2011
1.564,14.985,0.014985,2011
1.837,14.504,0.014504,2011
1.546,16.275,0.016275,2011
1.697,14.995,0.014995,2011
1.674,14.728,0.014728,2011
1.505,14.084,0.014084,2011
1.653,15.167,0.015167,2011
1.621,15.59,0.01559,2011
1.558,14.743,0.014743,2011
1.534,14.428,0.014428,2011
1.474,15.247,0.015247,2011
1.524,15.153,0.015153,2011
1.461,15.292,0.015292,2011
1.395,15.743,0.015743,2011
1.491,15.84,0.01584,2011
1.58,15.582,0.015582,2011
1.564,15.701,0.015701,2011
1.528,15.784,0.015784,2011
1.605,17.164,0.017164,2011
1.531,17.445,0.017445,2011
1.511,15.204,0.015204,2011
1.577,15.597,0.015597,2011
1.533,15.209,0.015209,2011
1.465,15.628,0.015628,2011
1.598,15.782,0.015782,2011
1.552,14.702,0.014702,2011
1.594,14.24,0.01424,2011
1.586,14.015,0.014015,2011
1.541,14.028,0.014028,2011
1.576,14.051,0.014051,2011
1.448,15.408,0.015408,2011
1.573,13.826,0.013826,2011
1.574,14.511,0.014511,2011
1.501,14.516,0.014516,2011
1.474,15.891,0.015891,2011
1.498,16.04,0.01604,2011
1.464,16.693,0.016693,2011
1.446,16.34,0.01634,2011
1.469,14.606,0.014606,2011
1.461,16.627,0.016627,2011
1.409,15.016,0.015016,2011
1.361,16.514,0.016514,2011
1.86,19.408,0.019408,2011
1.53,15.935,0.015935,2011
1.373,16.362,0.016362,2011
1.418,16.03,0.01603,2011
1.484,16.188,0.016188,2011
1.474,15.249,0.015249,2011
1.572,12.927,0.012927,2011
1.506,15.554,0.015554,2011
1.556,14.645,0.014645,2011
1.559,16.024,0.016024,2011
1.542,15.7,0.0157,2011
1.47,16.062,0.016062,2011
1.493,15.998,0.015998,2011
1.459,17.435,0.017435,2011
1.503,17.192,0.017192,2011
1.452,15.945,0.015945,2011
1.459,16.448,0.016448,2011
1.482,15.909,0.015909,2011
1.471,16.935,0.016935,2011
1.555,15.516,0.015516,2011
1.567,15.52,0.01552,2011
1.52,15.994,0.015994,2011
1.511,15.962,0.015962,2011
1.526,15.486,0.015486,2011
1.52,15.859,0.015859,2011
1.624,17.103,0.017103,2011
1.542,16.794,0.016794,2011
1.457,16.206,0.016206,2011
1.425,15.993,0.015993,2011
1.52,16.596,0.016596,2011
1.457,15.923,0.015923,2011
1.44,16.784,0.016784,2011
1.502,16.277,0.016277,2011
1.512,15.069,0.015069,2011
1.528,15.294,0.015294,2011
1.475,16.779,0.016779,2011
1.523,15.559,0.015559,2011
1.441,15.232,0.015232,2011
1.481,15.739,0.015739,2011
1.463,15.967,0.015967,2011
1.533,15.486,0.015486,2011
1.441,14.606,0.014606,2011
1.492,16.035,0.016035,2011
1.559,15.967,0.015967,2011
1.628,14.56,0.01456,2011
1.569,15.487,0.015487,2011
1.701,14.83,0.01483,2011
1.859,13.917,0.013917,2011
1.633,14.572,0.014572,2011
1.545,14.828,0.014828,2011
1.657,14.729,0.014729,2011
1.532,14.794,0.014794,2011
1.498,14.264,0.014264,2011
1.498,13.97,0.01397,2011
1.591,14.821,0.014821,2011
1.505,15.672,0.015672,2011
1.487,16.443,0.016443,2011
1.512,16.579,0.016579,2011
1.46,15.318,0.015318,2011
1.436,15.09,0.01509,2011
1.534,14.394,0.014394,2011
1.615,15.689,0.015689,2011
1.517,18.154,0.018154,2011
1.521,16.136,0.016136,2011
1.601,14.746,0.014746,2011
1.459,15.209,0.015209,2011
1.465,15.68,0.01568,2011
1.507,14.989,0.014989,2011
1.508,15.055,0.015055,2011
1.611,15.414,0.015414,2011
1.511,14.278,0.014278,2011
1.529,15.074,0.015074,2011
1.503,15.268,0.015268,2011
1.536,15.779,0.015779,2011
1.532,13.975,0.013975,2011
1.501,14.207,0.014207,2011
1.567,14.805,0.014805,2011
1.56,16.296,0.016296,2011
1.365,14.042,0.014042,2011
1.527,15.296,0.015296,2011
1.479,15.147,0.015147,2011
1.408,14.475,0.014475,2011
1.499,15.092,0.015092,2011
1.287,15.175,0.015175,2011
1.556,15.913,0.015913,2011
1.763,15.055,0.015055,2011
1.54,14.86,0.01486,2011
1.562,15.216,0.015216,2011
1.688,15.411,0.015411,2011
1.483,15.402,0.015402,2011
1.609,16.17,0.01617,2011
1.567,16.17,0.01617,2011
1.708,15.797,0.015797,2011
1.632,15.337,0.015337,2011
1.494,16.178,0.016178,2011
1.502,15.645,0.015645,2011
1.675,14.865,0.014865,2011
1.56,16.567,0.016567,2011
1.673,15.543,0.015543,2011
1.566,15.616,0.015616,2011
1.468,15.405,0.015405,2011
1.719,14.569,0.014569,2011
1.486,16.06,0.01606,2011
1.529,15.413,0.015413,2011
1.657,16.845,0.016845,2011
1.547,17.001,0.017001,2011
1.56,16.014,0.016014,2011
1.513,17.082,0.017082,2011
1.575,16.937,0.016937,2011
1.603,17.201,0.017201,2011
1.474,15.124,0.015124,2011
1.553,15.317,0.015317,2011
1.549,16.379,0.016379,2011
1.538,16.761,0.016761,2011
1.626,17.779,0.017779,2011
1.536,16.214,0.016214,2011
1.667,15.972,0.015972,2011
1.635,15.231,0.015231,2011
1.565,15.732,0.015732,2011
1.502,15.645,0.015645,2011
1.466,17.119,0.017119,2011
1.515,16.63,0.01663,2011
1.54,14.994,0.014994,2011
1.645,15.989,0.015989,2011
1.491,16.17,0.01617,2011
1.532,15.687,0.015687,2011
1.659,19.454,0.019454,2011
1.594,18.211,0.018211,2011
1.477,17.084,0.017084,2011
1.53,18.265,0.018265,2011
1.545,16.027,0.016027,2011
1.589,17.177,0.017177,2011
1.564,16.965,0.016965,2011
1.647,15.431,0.015431,2011
1.555,14.34,0.01434,2011
1.791,15.237,0.015237,2011
1.61,14.065,0.014065,2011
1.515,14.771,0.014771,2011
1.471,15.384,0.015384,2011
1.558,14.858,0.014858,2011
1.517,15.37,0.01537,2011
1.59,15.357,0.015357,2011
1.594,15.319,0.015319,2011
1.589,16.243,0.016243,2011
1.485,17.166,0.017166,2011
1.542,15.761,0.015761,2011
1.494,16.316,0.016316,2011
1.538,16.937,0.016937,2011
1.531,15.815,0.015815,2011
1.567,15.629,0.015629,2011
1.463,15.03,0.01503,2011
1.519,14.147,0.014147,2011
1.518,14.385,0.014385,2011
1.571,15.489,0.015489,2011
1.603,15.964,0.015964,2011
1.564,16.444,0.016444,2011
1.581,15.68,0.01568,2011
1.471,14.807,0.014807,2011
1.453,14.58,0.01458,2011
1.549,15.86,0.01586,2011
1.514,16.074,0.016074,2011
1.565,17.14,0.01714,2011
1.518,16.56,0.01656,2011
1.552,16.832,0.016832,2011
1.622,16.752,0.016752,2011
1.514,14.635,0.014635,2011
1.497,16.228,0.016228,2011
1.503,16.098,0.016098,2011
1.509,15.802,0.015802,2011
1.542,16.625,0.016625,2011
1.494,15.489,0.015489,2011
1.5,16.481,0.016481,2011
1.52,16.363,0.016363,2011
1.438,16.879,0.016879,2011
1.541,15.098,0.015098,2011
1.558,15.677,0.015677,2011
1.548,15.981,0.015981,2011
1.538,15.654,0.015654,2011
1.55,16.095,0.016095,2011
1.567,16.803,0.016803,2011
1.593,15.246,0.015246,2011
1.556,17.63,0.01763,2011
1.505,17.497,0.017497,2011
1.614,15.647,0.015647,2011
1.554,15.674,0.015674,2011
1.629,15.211,0.015211,2011
1.515,15.499,0.015499,2011
1.614,16.54,0.01654,2011
1.539,17.465,0.017465,2011
1.548,17.114,0.017114,2011
1.553,16.951,0.016951,2011
1.517,15.852,0.015852,2011
1.531,16.202,0.016202,2011
1.53,16.427,0.016427,2011
1.503,15.677,0.015677,2011
1.549,16.226,0.016226,2011
1.512,15.765,0.015765,2011
1.504,15.762,0.015762,2011
1.427,15.849,0.015849,2011
1.556,17.383,0.017383,2011
1.531,17.274,0.017274,2011
1.57,16.441,0.016441,2011
1.53,16.885,0.016885,2011
1.529,17.581,0.017581,2011
1.537,16.802,0.016802,2011
1.39,16.149,0.016149,2011
1.575,16.002,0.016002,2011
1.533,15.704,0.015704,2011
1.549,16.606,0.016606,2011
1.662,15.2,0.0152,2011
1.684,16.327,0.016327,2011
1.621,15.8,0.0158,2011
1.435,16.639,0.016639,2011
1.599,15.765,0.015765,2011
1.527,16.471,0.016471,2011
1.132,14.895,0.014895,2011
1.563,17.217,0.017217,2011
1.6,16.086,0.016086,2011
1.641,16.385,0.016385,2011
1.486,15.768,0.015768,2011
1.53,14.991,0.014991,2011
1.543,15.194,0.015194,2011
1.54,16.784,0.016784,2011
1.496,15.845,0.015845,2011
1.504,16.044,0.016044,2011
1.251,16.307,0.016307,2011
1.556,15.993,0.015993,2011
1.58,15.407,0.015407,2011
1.497,16.69,0.01669,2011
1.579,15.679,0.015679,2011
1.558,16.822,0.016822,2011
1.545,16.249,0.016249,2011
1.543,17.177,0.017177,2011
1.587,16.313,0.016313,2011
1.676,14.799,0.014799,2011
1.532,16.117,0.016117,2011
1.373,16.07,0.01607,2011
1.597,15.125,0.015125,2011
1.457,15.279,0.015279,2011
1.582,14.391,0.014391,2011
1.57,15.73,0.01573,2011
1.581,15.825,0.015825,2011
1.563,15.822,0.015822,2011
1.542,16.602,0.016602,2011
1.501,16.46,0.01646,2011
1.583,16.784,0.016784,2011
1.596,17.726,0.017726,2011
1.624,17.18,0.01718,2013
1.75,17.097,0.017097,2013
1.493,15.8,0.0158,2013
1.443,15.686,0.015686,2013
1.474,16.468,0.016468,2013
1.522,15.576,0.015576,2013
1.455,16.875,0.016875,2013
1.512,15.875,0.015875,2013
1.487,16.9,0.0169,2013
1.492,17.007,0.017007,2013
1.579,16.556,0.016556,2013
1.497,16.285,0.016285,2013
1.554,17.693,0.017693,2013
1.469,17.799,0.017799,2013
1.307,17.899,0.017899,2013
1.613,12.967,0.012967,2013
1.419,16.773,0.016773,2013
1.454,16.348,0.016348,2013
1.42,15.269,0.015269,2013
1.53,16.114,0.016114,2013
1.497,14.729,0.014729,2013
1.702,15.537,0.015537,2013
1.459,16.077,0.016077,2013
1.56,16.243,0.016243,2013
1.523,14.78,0.01478,2013
1.477,15.658,0.015658,2013
1.572,16.563,0.016563,2013
1.366,16.495,0.016495,2013
1.378,15.215,0.015215,2013
1.489,14.701,0.014701,2013
1.412,15.899,0.015899,2013
1.471,16.537,0.016537,2013
1.645,15.476,0.015476,2013
1.802,14.794,0.014794,2013
1.484,15.912,0.015912,2013
1.483,17.194,0.017194,2013
1.402,15.437,0.015437,2013
1.29,16.992,0.016992,2013
1.298,17.26,0.01726,2013
1.659,17.845,0.017845,2013
1.402,17.838,0.017838,2013
1.286,15.719,0.015719,2013
1.229,16.401,0.016401,2013
1.594,17.04,0.01704,2013
1.371,16.966,0.016966,2013
1.148,16.451,0.016451,2013
1.415,17.196,0.017196,2013
1.437,17.092,0.017092,2013
1.468,17.815,0.017815,2013
1.354,16.397,0.016397,2013
1.393,16.793,0.016793,2013
1.446,17.429,0.017429,2013
1.728,15.006,0.015006,2013
1.543,15.022,0.015022,2013
1.51,15.91,0.01591,2013
1.35,16.759,0.016759,2013
1.386,17.019,0.017019,2013
1.407,17.074,0.017074,2013
1.467,16.385,0.016385,2013
1.42,16.296,0.016296,2013
1.513,15.102,0.015102,2013
1.404,17.486,0.017486,2013
1.387,17.541,0.017541,2013
1.634,15.778,0.015778,2013
1.381,15.479,0.015479,2013
1.529,16.594,0.016594,2013
1.376,15.328,0.015328,2013
1.484,16.131,0.016131,2013
1.393,16.727,0.016727,2013
1.46,15.554,0.015554,2013
1.386,14.755,0.014755,2013
1.416,15.8,0.0158,2013
1.443,16.34,0.01634,2013
1.423,15.173,0.015173,2013
1.454,15.022,0.015022,2013
1.411,15.686,0.015686,2013
1.362,14.888,0.014888,2013
1.354,15.688,0.015688,2013
1.281,16.818,0.016818,2013
1.446,16.447,0.016447,2013
1.574,16.025,0.016025,2013
1.467,16.397,0.016397,2013
1.391,16.137,0.016137,2013
1.43,15.04,0.01504,2013
1.439,16.013,0.016013,2013
1.451,16.147,0.016147,2013
1.53,15.696,0.015696,2013
1.452,16.036,0.016036,2013
1.534,15.796,0.015796,2013
1.442,15.533,0.015533,2013
1.609,15.491,0.015491,2013
1.461,16.28,0.01628,2013
1.585,16.08,0.01608,2013
1.467,17.502,0.017502,2013
1.311,16.827,0.016827,2013
1.456,16.378,0.016378,2013
1.535,17.048,0.017048,2013
1.482,17.029,0.017029,2013
1.495,17.028,0.017028,2013
1.422,17.121,0.017121,2013
1.454,16.875,0.016875,2013
1.048,16.352,0.016352,2013
1.436,16.525,0.016525,2013
1.453,16.486,0.016486,2013
1.469,16.861,0.016861,2013
1.422,16.567,0.016567,2013
1.426,16.697,0.016697,2013
1.464,16.169,0.016169,2013
1.459,16.275,0.016275,2013
1.472,17.712,0.017712,2013
1.467,16.67,0.01667,2013
1.433,16.902,0.016902,2013
1.455,15.877,0.015877,2013
1.453,17.336,0.017336,2013
1.53,16.947,0.016947,2013
1.475,17.72,0.01772,2013
1.465,15.858,0.015858,2013
1.439,16.574,0.016574,2013
1.444,17.325,0.017325,2013
1.448,16.032,0.016032,2013
1.503,17.302,0.017302,2013
1.46,17.016,0.017016,2013
1.431,16.921,0.016921,2013
1.534,16.501,0.016501,2013
1.449,16.133,0.016133,2013
1.44,16.996,0.016996,2013
1.463,17.482,0.017482,2013
1.445,17.173,0.017173,2013
1.436,16.237,0.016237,2013
1.492,17.411,0.017411,2013
1.477,15.202,0.015202,2013
1.703,15.412,0.015412,2013
1.522,17.048,0.017048,2013
1.469,16.244,0.016244,2013
1.581,16.892,0.016892,2013
1.773,15.84,0.01584,2013
1.662,16.072,0.016072,2013
1.481,17.527,0.017527,2013
1.447,17.282,0.017282,2013
1.598,16.654,0.016654,2013
1.498,17.392,0.017392,2013
1.455,16.132,0.016132,2013
1.457,16.837,0.016837,2013
1.464,15.891,0.015891,2013
1.43,16.649,0.016649,2013
1.458,16.777,0.016777,2013
1.462,16.605,0.016605,2013
1.432,16.903,0.016903,2013
1.182,16.875,0.016875,2013
1.456,17.1,0.0171,2013
1.444,16.644,0.016644,2013
1.466,16.359,0.016359,2013
1.453,16.725,0.016725,2013
1.603,15.224,0.015224,2013
1.493,16.924,0.016924,2013
1.481,17.35,0.01735,2013
1.513,16.324,0.016324,2013
1.582,17.093,0.017093,2013
1.54,17.53,0.01753,2013
1.503,17.63,0.01763,2013
1.469,17.4,0.0174,2013
1.553,18.163,0.018163,2013
1.418,17.6,0.0176,2013
1.435,17.27,0.01727,2013
1.47,16.596,0.016596,2013
1.561,16.759,0.016759,2013
1.462,16.6,0.0166,2013
1.473,17.477,0.017477,2013
1.549,16.109,0.016109,2013
1.572,16.631,0.016631,2013
1.515,17.091,0.017091,2013
1.381,16.69,0.01669,2013
1.473,16.484,0.016484,2013
1.506,16.481,0.016481,2013
1.454,17.431,0.017431,2013
1.514,17.054,0.017054,2013
1.446,14.757,0.014757,2013
1.461,15.295,0.015295,2013
1.572,14.654,0.014654,2013
1.605,14.319,0.014319,2013
1.48,15.439,0.015439,2013
1.467,15.025,0.015025,2013
1.431,16.377,0.016377,2013
1.473,16.853,0.016853,2013
1.431,16.179,0.016179,2013
1.461,19.394,0.019394,2013
1.488,14.262,0.014262,2013
1.436,16.578,0.016578,2013
1.484,16.318,0.016318,2013
1.501,16.088,0.016088,2013
1.446,14.924,0.014924,2013
1.43,16.241,0.016241,2013
1.522,14.36,0.01436,2013
1.502,15.411,0.015411,2013
1.66,15.336,0.015336,2013
1.64,15.099,0.015099,2013
1.448,16.595,0.016595,2013
1.488,16.67,0.01667,2013
1.371,15.401,0.015401,2013
1.557,14.496,0.014496,2013
1.486,15.235,0.015235,2013
1.512,15.37,0.01537,2013
1.404,15.455,0.015455,2013
1.444,16.504,0.016504,2013
1.427,16.224,0.016224,2013
1.461,15.278,0.015278,2013
1.574,15.061,0.015061,2013
1.616,14.276,0.014276,2013
1.443,16.766,0.016766,2013
1.56,17.816,0.017816,2013
1.556,15.469,0.015469,2013
1.505,17.093,0.017093,2013
1.451,17.425,0.017425,2013
1.455,17.765,0.017765,2013
1.495,16.409,0.016409,2013
1.567,14.356,0.014356,2013
1.475,14.271,0.014271,2013
1.526,15.498,0.015498,2013
1.473,14.272,0.014272,2013
1.436,16.227,0.016227,2013
1.48,17.304,0.017304,2013
1.535,16.304,0.016304,2013
1.421,14.576,0.014576,2013
1.398,18.402,0.018402,2013
1.461,16.532,0.016532,2013
1.505,15.526,0.015526,2013
1.403,14.785,0.014785,2013
1.458,17.59,0.01759,2013
1.44,16.253,0.016253,2013
1.444,15.6,0.0156,2013
1.213,15.827,0.015827,2013
1.482,15.083,0.015083,2013
1.471,16.585,0.016585,2013
1.421,15.156,0.015156,2013
1.401,18.129,0.018129,2013
1.389,17.095,0.017095,2013
1.401,14.577,0.014577,2013
1.42,15.617,0.015617,2013
1.409,16.323,0.016323,2013
1.463,16.414,0.016414,2013
1.478,16.458,0.016458,2013
1.414,16.225,0.016225,2013
1.458,15.911,0.015911,2013
1.471,16.002,0.016002,2013
1.489,15.87,0.01587,2013
1.425,16.257,0.016257,2013
1.438,15.029,0.015029,2013
1.424,15.639,0.015639,2013
1.434,16.977,0.016977,2013
1.426,15.696,0.015696,2013
1.417,15.904,0.015904,2013
1.419,15.882,0.015882,2013
1.647,14.707,0.014707,2013
1.448,15.115,0.015115,2013
1.408,15.482,0.015482,2013
1.472,16.65,0.01665,2013
1.44,16.169,0.016169,2013
1.306,15.066,0.015066,2013
1.401,15.581,0.015581,2013
1.432,15.128,0.015128,2013
1.437,16.125,0.016125,2013
1.504,15.183,0.015183,2013
1.356,14.278,0.014278,2013
1.285,15.436,0.015436,2013
1.433,16.506,0.016506,2013
1.402,16.565,0.016565,2013
1.455,17.629,0.017629,2013
1.388,15.789,0.015789,2013
1.408,16.111,0.016111,2013
1.442,16.799,0.016799,2013
1.397,16.453,0.016453,2013
1.427,16.596,0.016596,2013
1.402,15.563,0.015563,2013
1.41,17.567,0.017567,2013
1.434,16.457,0.016457,2013
1.437,16.388,0.016388,2013
1.45,16.737,0.016737,2013
1.458,16.621,0.016621,2013
1.498,17.461,0.017461,2013
1.469,16.026,0.016026,2013
1.658,17.703,0.017703,2013
1.463,15.129,0.015129,2013
0.817,17.547,0.017547,2013
1.45,15.254,0.015254,2013
1.434,15.659,0.015659,2013
1.51,13.788,0.013788,2013
1.481,14.769,0.014769,2013
1.525,15.124,0.015124,2013
1.505,15.452,0.015452,2013
1.42,14.699,0.014699,2013
1.443,14.254,0.014254,2013
1.448,14.898,0.014898,2013
1.493,15.983,0.015983,2013
1.564,15.662,0.015662,2013
1.6,15.389,0.015389,2013
1.49,15.736,0.015736,2013
1.393,16.471,0.016471,2013
1.091,16.489,0.016489,2013
1.484,14.738,0.014738,2013
1.578,14.629,0.014629,2013
1.524,15.749,0.015749,2013
1.645,14.565,0.014565,2013
1.454,14.564,0.014564,2013
1.497,15.458,0.015458,2013
1.717,14.988,0.014988,2013
1.596,16.445,0.016445,2013
1.485,15.148,0.015148,2013
1.441,16.371,0.016371,2013
1.521,15.817,0.015817,2013
1.367,15.951,0.015951,2013
1.666,18.032,0.018032,2013
1.36,15.926,0.015926,2013
1.764,15.902,0.015902,2013
1.463,16.187,0.016187,2013
1.466,17.091,0.017091,2013
1.37,16.172,0.016172,2013
1.455,16.153,0.016153,2013
1.532,15.515,0.015515,2013
1.634,14.36,0.01436,2013
1.499,15.315,0.015315,2013
1.46,12.927,0.012927,2013
1.52,15.654,0.015654,2013
1.635,15.123,0.015123,2013
1.544,14.297,0.014297,2013
1.555,14.4,0.0144,2013
1.579,14.833,0.014833,2013
1.618,15.876,0.015876,2013
1.459,14.482,0.014482,2013
1.516,15.968,0.015968,2013
1.483,17.806,0.017806,2013
1.526,17.084,0.017084,2013
1.46,16.718,0.016718,2013
1.512,14.442,0.014442,2013
1.486,15.559,0.015559,2013
1.634,17.062,0.017062,2013
1.292,15.055,0.015055,2013
1.51,15.848,0.015848,2013
1.56,16.867,0.016867,2013
1.478,14.911,0.014911,2013
1.532,15.753,0.015753,2013
1.526,15.243,0.015243,2013
1.521,15.509,0.015509,2013
1.606,17.086,0.017086,2013
1.511,16.049,0.016049,2013
1.472,16.401,0.016401,2013
1.523,14.664,0.014664,2013
1.527,14.911,0.014911,2013
1.513,14.371,0.014371,2013
1.619,16.079,0.016079,2013
1.464,16.338,0.016338,2013
1.425,16.882,0.016882,2013
1.376,17.324,0.017324,2013
1.447,16.305,0.016305,2013
1.487,17.205,0.017205,2013
1.43,15.735,0.015735,2013
1.54,18.072,0.018072,2013
1.502,16.391,0.016391,2013
1.488,16.711,0.016711,2013
1.416,16.96,0.01696,2013
1.447,16.212,0.016212,2013
1.444,17.007,0.017007,2013
1.489,15.997,0.015997,2013
1.545,17.256,0.017256,2013
1.446,15.787,0.015787,2013
1.549,16.5,0.0165,2013
1.695,17.14,0.01714,2013
1.66,17.915,0.017915,2013
1.61,16.692,0.016692,2013
1.473,16.015,0.016015,2013
1.547,15.43,0.01543,2013
1.431,15.83,0.01583,2013
1.536,16.817,0.016817,2013
1.262,16.218,0.016218,2013
1.424,16.625,0.016625,2013
1.449,16.296,0.016296,2013
1.1,17.089,0.017089,2013
1.62,16.8,0.0168,2013
1.446,15.831,0.015831,2013
1.485,16.894,0.016894,2013
1.482,15.641,0.015641,2013
1.423,16.879,0.016879,2013
0.953,13.369,0.013369,2013
1.501,15.862,0.015862,2013
1.462,16.291,0.016291,2013
1.458,15.075,0.015075,2013
1.56,17.368,0.017368,2013
1.496,16.983,0.016983,2013
1.458,17.13,0.01713,2013
1.423,16.996,0.016996,2013
1.525,15.247,0.015247,2013
1.649,14.735,0.014735,2013
1.571,15.113,0.015113,2013
1.495,16.488,0.016488,2013
1.506,17.017,0.017017,2013
1.583,14.165,0.014165,2013
1.427,14.452,0.014452,2013
1.519,14.378,0.014378,2013
1.606,14.8,0.0148,2013
1.582,14.357,0.014357,2013
1.528,14.426,0.014426,2013
1.615,14.56,0.01456,2013
1.571,14.186,0.014186,2013
1.645,15.518,0.015518,2013
1.625,13.981,0.013981,2013
1.812,15.546,0.015546,2013
1.572,16.986,0.016986,2013
1.599,17.458,0.017458,2013
1.223,16.786,0.016786,2013
1.918,15.495,0.015495,2013
1.409,15.783,0.015783,2013
1.584,15.544,0.015544,2013
1.518,17.493,0.017493,2013
1.541,17.174,0.017174,2013
1.416,15.019,0.015019,2013
1.524,15.928,0.015928,2013
1.527,16.343,0.016343,2013
1.609,15.422,0.015422,2013
1.609,14.201,0.014201,2013
1.611,15.628,0.015628,2013
1.135,17.174,0.017174,2013
1.536,16.26,0.01626,2013
1.451,16.353,0.016353,2013
1.439,15.608,0.015608,2013
1.613,14.174,0.014174,2013
1.444,17.348,0.017348,2013
1.389,15.945,0.015945,2013
1.465,15.598,0.015598,2013
1.505,15.086,0.015086,2013
1.357,14.565,0.014565,2013
1.459,14.625,0.014625,2013
1.494,14.533,0.014533,2013
1.374,13.924,0.013924,2013
1.446,16.621,0.016621,2013
